Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testIntPredicateOr,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testIntUnaryOperatorAndThen,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testIntUnaryOperatorCompose,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testLongConsumerAndThen,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testLongPredicateAnd,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testLongPredicateNegate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testLongPredicateNegate,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.function.FailableLongPredicate.falsePredicate; org.apache.commons.lang3.function.FailableLongPredicate.truePredicate; org.apache.commons.lang3.function.FailableLongPredicate.test; org.apache.commons.lang3.function.FailableLongPredicate.negate
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testLongPredicateOr,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testLongUnaryOperatorAndThen,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testLongUnaryOperatorCompose,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testPredicate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testPredicateAnd,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testPredicateOr,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testPredicateNegate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testPredicateNegate,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.function.FailablePredicate.truePredicate; org.apache.commons.lang3.function.FailablePredicate.negate; org.apache.commons.lang3.function.FailablePredicate.falsePredicate
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testRunnable,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testThrows_FailableBiConsumer_Object_Throwable,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testThrows_FailableBiConsumer_Object_Throwable,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testThrows_FailableBiConsumer_String_IOException,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testThrows_FailableBiConsumer_String_IOException,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testThrows_FailableBiFunction_Object_Throwable,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testThrows_FailableBiFunction_Object_Throwable,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testThrows_FailableBiFunction_String_IOException,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testThrows_FailableBiFunction_String_IOException,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testThrows_FailableBiPredicate_Object_Throwable,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testThrows_FailableBiPredicate_Object_Throwable,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
commons-lang,org.apache.commons.lang3.function,FailableFunctionsTest,testThrows_FailableBiPredicate_String_IOException,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
